,station_name,lat,lng,start_count,end_count
393,Lenox Ave & W 117 St,40.803,-73.949,393.0,398.0
394,Bergen St & Smith St,40.687,-73.991,392.0,408.0
395,St. Nicholas Ave & W 126 St,40.811,-73.952,392.0,409.0
396,W 48 St &  Rockefeller Plaza,40.758,-73.979,391.0,393.0
397,E 4 St & Ave B,40.723,-73.983,388.0,410.0
398,Sands St & Jay St,40.7,-73.986,387.0,395.0
399,W 106 St & Amsterdam Ave,40.801,-73.966,386.0,388.0
400,Forsyth St & Broome St,40.719,-73.993,385.0,386.0
401,Prospect Pl & Vanderbilt Ave,40.678,-73.969,385.0,355.0
402,E 88 St & Park Ave,40.781,-73.956,384.0,378.0
403,Montague St & Clinton St,40.694,-73.992,383.0,377.0
404,Orchard St & Grand St,40.717,-73.991,382.0,400.0
405,Boerum Pl\t& Pacific St,40.688,-73.991,382.0,370.0
406,W Broadway & Spring St,40.725,-74.002,381.0,382.0
407,E 12 St & Ave C,40.727,-73.977,381.0,386.0
408,Eastern Pkwy & Franklin Ave,40.671,-73.958,380.0,352.0
409,E 68 St & 3 Ave,40.767,-73.962,379.0,385.0
410,Bergen St & Flatbush Ave,40.681,-73.976,379.0,383.0
411,E 47 St & 1 Ave,40.752,-73.968,379.0,396.0
412,E 65 St & 2 Ave,40.765,-73.962,377.0,386.0
413,DeKalb Ave & S Portland Ave,40.69,-73.975,377.0,369.0
414,Gansevoort St & Hudson St,40.739,-74.005,376.0,401.0
415,Kenmare St & Elizabeth St,40.721,-73.995,375.0,373.0
416,E 75 St & 3 Ave,40.771,-73.958,374.0,381.0
417,Graham Ave & Grand St,40.712,-73.944,374.0,365.0
418,Huron St & Franklin St,40.733,-73.958,373.0,383.0
419,Washington St & Barrow St,40.732,-74.009,372.0,375.0
420,W 113 St & Broadway,40.806,-73.965,372.0,375.0
421,Flatbush Ave & Ocean Ave,40.664,-73.963,372.0,370.0
422,W 92 St & Broadway,40.792,-73.974,371.0,366.0
423,Watts St & Greenwich St,40.724,-74.01,370.0,394.0
424,E 114 St & 1 Ave,40.795,-73.936,370.0,355.0
425,Liberty St & Nassau St,40.709,-74.009,369.0,390.0
426,Riverside Dr & W 82 St,40.787,-73.981,369.0,347.0
427,Hicks St & Montague St,40.695,-73.996,369.0,379.0
428,Plaza St West & Flatbush Ave,40.675,-73.971,368.0,377.0
429,Metropolitan Ave & Meeker Ave,40.714,-73.952,367.0,390.0
430,Monroe St & Bedford Ave,40.685,-73.954,366.0,362.0
431,Avenue C & E 18 St,40.731,-73.974,365.0,358.0
432,McGuinness Blvd & Eagle St,40.736,-73.953,365.0,385.0
433,W 110 St & Amsterdam Ave,40.803,-73.963,364.0,362.0
434,Duffield St & Willoughby St,40.692,-73.984,363.0,381.0
435,E 85 St & York Ave,40.775,-73.948,362.0,365.0
436,Bergen St & 4 Ave,40.683,-73.98,362.0,376.0
437,Leonard St & Nassau Ave,40.724,-73.95,362.0,391.0
438,Jay St & York St,40.701,-73.987,361.0,359.0
439,Carlton Ave & Dean St,40.681,-73.971,359.0,374.0
440,Court St & State St,40.69,-73.992,359.0,360.0
441,6 Ave & 9 St,40.668,-73.984,358.0,346.0
442,Atlantic Ave & Fort Greene Pl,40.684,-73.976,358.0,352.0
443,Schermerhorn St & Court St,40.691,-73.992,357.0,363.0
444,W 116 St & Broadway,40.808,-73.964,354.0,334.0
445,Columbia St & Rivington St,40.717,-73.98,354.0,350.0
446,W 15 St & 10 Ave,40.743,-74.007,353.0,396.0
447,5 Ave & 3 St,40.673,-73.984,353.0,344.0
448,Roebling St & N 4 St,40.715,-73.957,350.0,374.0
449,3 Ave & E 72 St,40.77,-73.961,350.0,328.0
450,Greenpoint Ave & Manhattan Ave,40.73,-73.954,350.0,371.0
451,3 St & 7 Ave,40.67,-73.978,349.0,357.0
452,Bialystoker Pl & Delancey St,40.716,-73.983,348.0,322.0
453,South St & Gouverneur Ln,40.704,-74.007,347.0,336.0
454,Reade St & Broadway,40.715,-74.006,347.0,357.0
455,Driggs Ave & N Henry St,40.723,-73.943,346.0,337.0
456,W 90 St & Amsterdam Ave,40.79,-73.973,345.0,301.0
457,Lafayette Ave & St James Pl,40.689,-73.965,342.0,315.0
458,Kent Ave & Division Ave,40.707,-73.968,341.0,370.0
459,E 92 St & Park Ave,40.784,-73.954,340.0,342.0
460,Cherry St,40.712,-73.979,338.0,330.0
461,E 68 St & Madison Ave,40.769,-73.967,338.0,298.0
462,Classon Ave & St Marks Ave,40.677,-73.96,337.0,307.0
463,Pearl St & Peck Slip,40.708,-74.003,337.0,360.0
464,Lexington Ave & E 111 St,40.795,-73.944,337.0,335.0
465,Warren St & W Broadway,40.715,-74.009,335.0,323.0
466,Cliff St & Fulton St,40.708,-74.005,335.0,338.0
467,DeKalb Ave & Hudson Ave,40.69,-73.981,334.0,332.0
468,Adelphi St & Myrtle Ave,40.693,-73.972,333.0,338.0
469,6 Ave & Canal St,40.722,-74.006,330.0,327.0
470,31 St & Broadway,40.762,-73.926,330.0,307.0
471,Nassau Ave & Russell St,40.726,-73.944,329.0,325.0
472,44 Dr & Jackson Ave,40.747,-73.943,327.0,341.0
473,Madison Ave & E 99 St,40.789,-73.952,325.0,324.0
474,E 58 St & Madison Ave,40.763,-73.972,325.0,334.0
475,West End Ave & W 107 St,40.802,-73.968,324.0,298.0
476,Dean St & Franklin Ave,40.678,-73.956,323.0,316.0
477,Catherine St & Monroe St,40.711,-73.997,323.0,325.0
478,Water St &  Fletcher St,40.706,-74.006,323.0,370.0
479,Pearl St & Hanover Square,40.705,-74.009,323.0,315.0
480,Broadway & Roebling St,40.709,-73.961,322.0,335.0
481,S 4 St & Rodney St,40.709,-73.956,321.0,335.0
482,W Broadway & W Houston St,40.726,-74.0,318.0,338.0
483,Adam Clayton Powell Blvd & W 126 St,40.809,-73.948,317.0,317.0
484,Park Pl & Church St,40.713,-74.009,316.0,305.0
485,Riverside Dr & W 104 St,40.801,-73.971,316.0,324.0
486,Ave D & E 8 St,40.724,-73.976,315.0,326.0
487,Henry St & Degraw St,40.685,-73.999,314.0,312.0
488,Eastern Pkwy & Washington Ave,40.672,-73.963,314.0,220.0
489,Washington Ave & Park Ave,40.696,-73.968,313.0,315.0
490,Devoe St & Lorimer St,40.713,-73.949,312.0,313.0
491,E 102 St & 1 Ave,40.787,-73.942,310.0,309.0
492,Union Ave & N 12 St,40.719,-73.952,309.0,320.0
493,Riverside Dr & W 91 St,40.793,-73.977,308.0,257.0
494,Clinton St & Union St,40.683,-73.998,307.0,307.0
495,Carroll St & 5 Ave,40.675,-73.981,307.0,305.0
496,W 107 St & Columbus Ave,40.8,-73.962,305.0,309.0
497,Albany St & Greenwich St,40.709,-74.013,304.0,299.0
498,Montrose Ave & Bushwick Ave,40.708,-73.94,304.0,303.0
499,W 35 St & Dyer Ave,40.755,-73.997,303.0,298.0
500,Front St & Jay St,40.702,-73.987,303.0,297.0
501,E 78 St & 2 Ave,40.773,-73.956,302.0,287.0
502,West End Ave & W 94 St,40.794,-73.974,301.0,288.0
503,Fulton St & Irving Pl,40.682,-73.959,301.0,267.0
504,Water St & Main St,40.703,-73.99,301.0,302.0
505,E 106 St & Madison Ave,40.793,-73.949,300.0,299.0
506,State St & Smith St,40.689,-73.989,300.0,300.0
507,Steinway St & Broadway,40.759,-73.919,300.0,305.0
508,31 St & Newtown Ave,40.768,-73.921,299.0,303.0
509,Melrose St & Broadway,40.697,-73.936,298.0,303.0
510,Douglass St & 3 Ave,40.68,-73.984,298.0,303.0
511,West Broadway & Watts St,40.723,-74.003,297.0,362.0
512,West End Ave & W 78 St,40.784,-73.982,297.0,256.0
513,Frederick Douglass Blvd & W 115 St,40.804,-73.956,297.0,334.0
514,12 Ave & W 125 St,40.818,-73.96,296.0,292.0
515,Lewis Ave & Madison St,40.686,-73.936,296.0,282.0
516,John St & William St,40.709,-74.007,295.0,294.0
517,Kingsland Ave & Nassau Ave,40.726,-73.942,291.0,290.0
518,Parade Pl & Crooke Ave,40.652,-73.965,291.0,288.0
519,1 Ave & E 110 St,40.792,-73.938,291.0,285.0
520,10 St & 7 Ave,40.666,-73.982,291.0,289.0
521,1 Ave & E 94 St,40.782,-73.946,289.0,295.0
522,Lexington Ave & Classon Ave,40.687,-73.959,289.0,274.0
523,Maiden Ln & Pearl St,40.707,-74.007,289.0,280.0
524,Sterling Pl & Bedford Ave,40.673,-73.954,288.0,265.0
525,Clermont Ave & Lafayette Ave,40.688,-73.97,288.0,273.0
526,E 118 St & 1 Ave,40.797,-73.935,287.0,296.0
527,Delancey St & Eldridge St,40.719,-73.991,287.0,301.0
528,Greene St & Prince St,40.725,-73.999,285.0,285.0
529,E 93 St & 2 Ave,40.782,-73.949,285.0,297.0
530,Cumberland St & Lafayette Ave,40.688,-73.973,283.0,282.0
531,Nassau Ave & Newell St,40.725,-73.948,283.0,289.0
532,E 58 St & 1 Ave (NE Corner),40.759,-73.962,281.0,284.0
533,South St & Pike St,40.71,-73.992,279.0,265.0
534,Warren St & Smith St,40.685,-73.991,279.0,285.0
535,Douglass St & 4 Ave,40.679,-73.982,278.0,278.0
536,Stanton St & Mangin St,40.718,-73.976,278.0,284.0
537,St Johns Pl & Washington Ave,40.674,-73.963,278.0,268.0
538,Greenwich St & Hubert St,40.721,-74.01,277.0,333.0
539,Crescent St & Broadway,40.763,-73.929,277.0,279.0
540,Roosevelt Island Tramway,40.757,-73.954,276.0,306.0
541,Monroe St & Tompkins Ave,40.686,-73.945,276.0,230.0
542,Underhill Ave & Pacific St,40.68,-73.965,275.0,281.0
543,E 50 St & Park Ave,40.757,-73.974,275.0,289.0
544,Amsterdam Ave & W 119 St,40.809,-73.96,275.0,267.0
545,Jackson Ave & 46 Rd,40.745,-73.947,275.0,265.0
546,Bus Slip & State St,40.702,-74.014,274.0,294.0
547,E 82 St & East End Ave,40.772,-73.947,274.0,263.0
548,Crescent St & 30 Ave,40.769,-73.925,274.0,274.0
549,Garfield Pl & 8 Ave,40.671,-73.975,274.0,277.0
550,Water St & Gouverneur Ln,40.705,-74.008,272.0,262.0
551,Lafayette Ave & Classon Ave,40.689,-73.96,272.0,268.0
552,Sands St Gate,40.7,-73.98,271.0,283.0
553,Degraw St & Smith St,40.683,-73.993,271.0,276.0
554,Grand Ave & Bergen St,40.678,-73.962,270.0,249.0
555,Broadway & W 37 St,40.752,-73.988,269.0,253.0
556,Macon St & Nostrand Ave,40.681,-73.95,269.0,268.0
557,Congress St & Clinton St,40.688,-73.995,268.0,273.0
558,Cadman Plaza E & Tillary St,40.696,-73.99,267.0,239.0
559,Pike St & Monroe St,40.712,-73.992,267.0,273.0
560,6 Ave & Walker St,40.72,-74.005,267.0,280.0
561,Underhill Ave & Lincoln Pl,40.674,-73.967,266.0,266.0
562,Washington St & Laight St,40.722,-74.011,266.0,258.0
563,Hudson St & N Moore St,40.72,-74.009,265.0,264.0
564,Franklin St & W Broadway,40.719,-74.007,265.0,260.0
565,Motorgate,40.764,-73.948,263.0,280.0
566,Carroll St & 6 Ave,40.674,-73.979,262.0,276.0
567,Broadway & Morris St,40.706,-74.013,262.0,222.0
568,Leonard St & Maujer St,40.71,-73.947,261.0,252.0
569,Driggs Ave & Lorimer St,40.722,-73.95,261.0,261.0
570,S Portland Ave & Hanson Pl,40.685,-73.974,260.0,261.0
571,Rutgers St & Henry St,40.713,-73.99,260.0,264.0
572,E 95 St & 3 Ave,40.785,-73.951,259.0,242.0
573,Broad St & Bridge St,40.704,-74.012,258.0,238.0
574,India St Pier,40.732,-73.961,258.0,270.0
575,3 Ave & E 71 St,40.769,-73.961,258.0,258.0
576,Washington Park,40.692,-73.974,258.0,261.0
577,45 Ave & 21 St,40.747,-73.948,256.0,260.0
578,Madison St & Montgomery St,40.713,-73.985,255.0,242.0
579,1 Pl & Clinton St,40.681,-73.999,254.0,275.0
580,Cadman Plaza E & Red Cross Pl,40.7,-73.99,253.0,250.0
581,Dean St & Hoyt St,40.686,-73.988,251.0,245.0
582,3 Ave & Schermerhorn St,40.687,-73.98,250.0,247.0
583,Grand Army Plaza & Plaza St West,40.673,-73.971,247.0,262.0
584,Center Blvd & 51 Ave,40.743,-73.96,245.0,238.0
585,Hudson Blvd E & W 36 St,40.756,-74.0,244.0,206.0
586,Johnson St & Gold St,40.695,-73.984,244.0,266.0
587,DeKalb Ave & Franklin Ave,40.691,-73.957,243.0,241.0
588,2 Ave & E 104 St,40.789,-73.944,242.0,240.0
589,Halsey St & Tompkins Ave,40.682,-73.944,242.0,251.0
590,Prospect Pl & Underhill Ave,40.677,-73.966,242.0,235.0
591,Old Fulton St,40.703,-73.994,241.0,246.0
592,Pleasant Ave & E 120 St,40.797,-73.931,240.0,249.0
593,Prospect Pl & 6 Ave,40.679,-73.975,240.0,261.0
594,Kane St & Clinton St,40.686,-73.996,240.0,242.0
595,Lefferts Pl & Franklin Ave,40.68,-73.956,240.0,239.0
596,E 81 St & Park Ave,40.777,-73.959,238.0,216.0
597,Bond St & Fulton St,40.69,-73.983,238.0,220.0
598,Pacific St & Nevins St,40.685,-73.983,237.0,247.0
599,E 103 St & Lexington Ave,40.79,-73.948,237.0,231.0
600,Columbia Heights & Cranberry St,40.7,-73.995,237.0,236.0
601,6 St & 7 Ave,40.669,-73.98,236.0,237.0
602,Union St & 4 Ave,40.677,-73.983,234.0,246.0
603,Hancock St & Bedford Ave,40.682,-73.954,234.0,214.0
604,31 Ave & Crescent St,40.766,-73.927,234.0,223.0
605,Bayard St & Leonard St,40.719,-73.949,234.0,252.0
606,4 Ave & 3 St,40.674,-73.986,234.0,238.0
607,E 67 St & Park Ave,40.768,-73.966,233.0,238.0
608,Morningside Ave & W 123 St,40.81,-73.955,232.0,235.0
609,Washington Ave & Greene Ave,40.687,-73.966,230.0,240.0
610,Myrtle Ave & Fleet Pl,40.694,-73.982,230.0,235.0
611,E 66 St & Madison Ave,40.768,-73.968,228.0,247.0
612,W 18 St & 9 Ave,40.744,-74.004,228.0,276.0
613,Avenue D & E 10 St,40.725,-73.975,228.0,247.0
614,W 104 St & Amsterdam Ave,40.799,-73.966,226.0,229.0
615,Wards Meadow Comfort Station,40.783,-73.931,226.0,225.0
616,Cambridge Pl & Gates Ave,40.685,-73.963,226.0,216.0
617,14 St & 7 Ave,40.664,-73.984,226.0,205.0
618,Adam Clayton Powell Blvd & W 123 St,40.808,-73.949,225.0,224.0
619,Willoughby Ave & Tompkins Ave,40.694,-73.946,224.0,226.0
620,E 80 St & 2 Ave,40.774,-73.954,224.0,232.0
621,Kingston Ave & Herkimer St,40.679,-73.941,224.0,213.0
622,Duane St & Hudson St,40.717,-74.009,223.0,217.0
623,Riverside Dr & W 78 St,40.784,-73.984,223.0,215.0
624,Madison St & Clinton St,40.713,-73.988,222.0,252.0
625,Dock St & Front St,40.703,-73.993,221.0,235.0
626,31 St & 23 Ave,40.775,-73.913,221.0,235.0
627,E 106 St & Lexington Ave,40.792,-73.946,220.0,231.0
628,Franklin Ave & St Marks Ave,40.676,-73.956,220.0,224.0
629,Kosciuszko St & Tompkins Ave,40.691,-73.945,219.0,221.0
630,Henry St & Middagh St,40.7,-73.992,219.0,212.0
631,Carroll St & Columbia St,40.683,-74.003,218.0,219.0
632,Greene Ave & Nostrand Ave,40.688,-73.951,218.0,221.0
633,E 60 St & York Ave,40.759,-73.959,216.0,210.0
634,Lenox Ave & W 115 St,40.801,-73.95,216.0,222.0
635,Greene Ave & Throop Ave,40.689,-73.942,215.0,208.0
636,Pierrepont St & Monroe Pl,40.695,-73.993,215.0,216.0
637,Wyckoff Ave & Gates Ave,40.7,-73.912,215.0,198.0
638,Smith St & 9 St,40.675,-73.998,215.0,226.0
639,President St & 4 Ave,40.677,-73.983,214.0,269.0
640,Harrison St & Hudson St,40.719,-74.009,214.0,212.0
641,Fulton St & Utica Ave,40.679,-73.93,214.0,213.0
642,1 St & 6 Ave,40.673,-73.98,213.0,202.0
643,27 St & Hunter St,40.748,-73.941,212.0,218.0
644,4 Ave & 9 St,40.671,-73.989,210.0,219.0
645,3 St & 3 Ave,40.675,-73.988,210.0,232.0
646,Clinton Ave & Flushing Ave,40.698,-73.97,210.0,224.0
647,38 St & 30 Ave,40.764,-73.916,210.0,198.0
648,W 120 St & Claremont Ave,40.811,-73.963,210.0,196.0
649,Market St & Cherry St,40.711,-73.994,209.0,231.0
650,14 St & 5 Ave,40.666,-73.989,208.0,201.0
651,Marcus Garvey Blvd & Macon St,40.683,-73.938,208.0,220.0
652,Union St & Nevins St,40.679,-73.988,208.0,236.0
653,Grove St & Broadway,40.69,-73.924,207.0,174.0
654,St James Pl & Pearl St,40.711,-74.0,206.0,227.0
655,Putnam Ave & Throop Ave,40.685,-73.941,205.0,206.0
656,Berkeley Pl & 6 Ave,40.677,-73.978,205.0,210.0
657,East End Ave & E 86 St,40.775,-73.944,204.0,209.0
658,Bushwick Ave & Powers St,40.712,-73.941,203.0,202.0
659,Brooklyn Bridge Park - Pier 2,40.698,-73.997,199.0,217.0
660,E 118 St & 3 Ave,40.799,-73.939,199.0,202.0
661,Broadway & W 122 St,40.812,-73.961,199.0,197.0
662,2 Ave & E 99 St,40.786,-73.946,198.0,196.0
663,Ashland Pl & Dekalb Ave,40.69,-73.979,196.0,192.0
664,Boerum St & Broadway,40.705,-73.95,196.0,214.0
665,Wyckoff Av & Stanhope St,40.704,-73.918,195.0,216.0
666,28 St & 41 Ave,40.751,-73.938,195.0,207.0
667,Mt Morris Park W & W 120 St,40.804,-73.946,195.0,205.0
668,31 St & Ditmars Blvd,40.776,-73.91,194.0,187.0
669,Fulton St & Clermont Ave,40.684,-73.969,194.0,188.0
670,Broadway & Whipple St,40.702,-73.944,193.0,180.0
671,Degraw St & Hoyt St,40.682,-73.991,192.0,201.0
672,Court St & Nelson St,40.676,-73.999,192.0,217.0
673,Smith St & 3 St,40.679,-73.996,192.0,175.0
674,E 116 St & 2 Ave,40.797,-73.937,191.0,194.0
675,Clermont Ave & Park Ave,40.696,-73.971,191.0,203.0
676,Graham Ave & Withers St,40.717,-73.945,191.0,190.0
677,31 Ave & 34 St,40.763,-73.921,191.0,194.0
678,E 97 St & 3 Ave,40.786,-73.949,190.0,202.0
679,Adam Clayton Powell Blvd & W 138 St,40.817,-73.942,190.0,190.0
680,Broadway & W 131 St,40.818,-73.957,189.0,191.0
681,7 St & 5 Ave,40.67,-73.985,189.0,201.0
682,Park Pl & Franklin Ave,40.674,-73.956,189.0,181.0
683,Bridge St & Water St,40.703,-73.985,189.0,190.0
684,Rogers Ave & Sterling St,40.663,-73.954,189.0,195.0
685,35 St & 30 Ave,40.765,-73.918,189.0,126.0
686,Adam Clayton Powell Blvd & W 118 St,40.804,-73.951,188.0,189.0
687,Henry St & Remsen St,40.694,-73.995,187.0,184.0
688,Adam Clayton Powell Blvd & W 115 St,40.803,-73.953,187.0,192.0
689,31 St & Astoria Blvd,40.77,-73.918,187.0,188.0
690,6 Ave & 12 St,40.666,-73.985,186.0,189.0
691,Willoughby Ave & Myrtle Ave,40.698,-73.931,186.0,181.0
692,Bond St & Bergen St,40.685,-73.986,186.0,186.0
693,Old Slip & South St,40.703,-74.008,186.0,208.0
694,Carlton Ave & Flushing Ave,40.698,-73.974,186.0,193.0
695,21 St & Queens Plaza North,40.753,-73.943,185.0,180.0
696,Adams St & Prospect St,40.701,-73.989,184.0,166.0
697,Banker St & Meserole Ave,40.726,-73.956,183.0,192.0
698,Concord St & Bridge St,40.698,-73.985,183.0,186.0
699,Sterling Pl & 5 Ave,40.679,-73.979,182.0,206.0
700,Suydam St & Knickerbocker Ave,40.702,-73.924,180.0,178.0
701,Richardson St & N Henry St,40.719,-73.942,180.0,180.0
702,Front St & Gold St,40.702,-73.983,178.0,176.0
703,Carroll St & Bond St,40.679,-73.99,178.0,174.0
704,E 118 St & Madison Ave,40.801,-73.944,178.0,186.0
705,Spruce St & Gold St,40.71,-74.004,178.0,189.0
706,Dock 72 Way & Market St,40.7,-73.971,178.0,177.0
707,Clinton St & 4 Place,40.678,-74.0,178.0,173.0
708,Union St & Bedford Ave,40.669,-73.955,178.0,186.0
709,Kosciuszko St & Nostrand Ave,40.691,-73.951,178.0,172.0
710,Southpoint Park,40.754,-73.959,177.0,166.0
711,Amsterdam Ave & W 125 St,40.813,-73.956,176.0,177.0
712,Astoria Park S & Shore Blvd,40.777,-73.928,176.0,179.0
713,Morgan Ave & Lombardy St,40.722,-73.939,176.0,169.0
714,Suydam St & Broadway,40.695,-73.932,176.0,174.0
715,Wyckoff St & Nevins St,40.683,-73.984,175.0,184.0
716,Crescent St & 34 Ave,40.761,-73.931,174.0,159.0
717,Myrtle Ave & St Edwards St,40.693,-73.977,173.0,196.0
718,Nevins St & Schermerhorn St,40.687,-73.982,173.0,170.0
719,6 Ave & 21 St,40.66,-73.991,171.0,172.0
720,E 115 St & Lexington Ave,40.798,-73.942,171.0,174.0
721,Pitt St & Stanton St,40.719,-73.982,170.0,196.0
722,Lewis Ave & Kosciuszko St,40.692,-73.937,170.0,164.0
723,E 102 St & Park Ave,40.79,-73.95,170.0,175.0
724,E 98 St & Park Ave,40.788,-73.952,170.0,181.0
725,Willoughby Ave & Walworth St,40.693,-73.954,168.0,175.0
726,N 11 St & Kent Ave,40.722,-73.959,168.0,202.0
727,Madison Ave & E 120 St,40.803,-73.943,167.0,167.0
728,McKibbin St & Manhattan Ave,40.705,-73.944,167.0,172.0
729,St Nicholas Ave & W 134 St,40.816,-73.948,166.0,168.0
730,E 106 St & 1 Ave,40.789,-73.94,166.0,164.0
731,Leonard St & Boerum St,40.706,-73.946,165.0,167.0
732,St Marks Pl & 4 Ave,40.682,-73.98,164.0,182.0
733,Wilson Ave & Troutman St,40.702,-73.928,164.0,143.0
734,Union Ave & Jackson St,40.716,-73.952,164.0,164.0
735,Calyer St & Jewel St,40.73,-73.948,163.0,166.0
736,Engert Ave & McGuinness Blvd,40.722,-73.945,162.0,154.0
737,Myrtle Ave & Marcy Ave,40.695,-73.95,162.0,156.0
738,Columbus Ave & W 103 St,40.797,-73.964,162.0,161.0
739,5 Ave & W 126 St,40.807,-73.942,161.0,158.0
740,W 37 St & Broadway,40.752,-73.988,161.0,176.0
741,31 Ave & 30 St,40.765,-73.924,161.0,164.0
742,Barclay St & Church St,40.713,-74.01,161.0,157.0
743,45 Rd & 11 St,40.747,-73.95,160.0,169.0
744,Lincoln Pl & Classon Ave,40.672,-73.961,160.0,136.0
745,Bedford Ave & S 9 St,40.709,-73.964,159.0,163.0
746,Monroe St & Classon Ave,40.685,-73.959,158.0,154.0
747,3 Ave & E 100 St,40.788,-73.947,158.0,152.0
748,Verona Pl & Fulton St,40.68,-73.948,158.0,159.0
749,34 Ave & 38 St,40.757,-73.922,157.0,156.0
750,Powers St & Olive St,40.713,-73.939,156.0,134.0
751,McKibbin St & Bogart St,40.706,-73.934,154.0,179.0
752,5 St & 6 Ave,40.67,-73.982,154.0,147.0
753,Melrose Ave & E 150 St,40.817,-73.917,154.0,140.0
754,Prospect Park SW & Vanderbilt St,40.655,-73.973,153.0,171.0
755,Congress St & Hicks St,40.689,-74.0,153.0,168.0
756,Union Ave & Wallabout St,40.7,-73.95,153.0,161.0
757,Lewis Ave & Decatur St,40.681,-73.935,153.0,164.0
758,24 St & 41 Ave,40.752,-73.94,152.0,135.0
759,31 Ave & Steinway St,40.761,-73.917,152.0,142.0
760,Steinway St & 28 Ave,40.766,-73.914,150.0,154.0
761,Lenox Ave & W 130 St,40.811,-73.943,150.0,150.0
762,7 St & 3 Ave,40.673,-73.99,150.0,158.0
763,10 St & 5 Ave,40.669,-73.987,149.0,144.0
764,Broadway & Moylan Pl,40.814,-73.959,149.0,156.0
765,Nassau St\t& Duffield St,40.698,-73.984,149.0,166.0
766,Warren St & Court St,40.686,-73.994,148.0,170.0
767,12 St & 4 Ave,40.669,-73.99,148.0,158.0
768,31 St & Thomson Ave,40.745,-73.935,147.0,122.0
769,5 Ave & W 131 St,40.81,-73.94,147.0,156.0
770,36 Ave & 31 St,40.757,-73.93,146.0,150.0
771,Vernon Blvd & 10 St,40.767,-73.937,146.0,149.0
772,Park Cir & East Dr,40.652,-73.972,146.0,158.0
773,17 St & 5 Ave,40.663,-73.991,146.0,145.0
774,Greenwich St & Rector St,40.708,-74.014,146.0,139.0
