,station_name,lat,lng,start_count,end_count
775,Columbia St & Degraw St,40.686,-74.002,146.0,160.0
776,W 168th S & Fort Washington Ave,40.842,-73.942,146.0,129.0
777,Carlton Ave & Park Ave,40.696,-73.974,145.0,144.0
778,Adam Clayton Powell Blvd & W 130 St,40.812,-73.946,145.0,140.0
779,Knickerbocker Ave & George St,40.704,-73.928,145.0,157.0
780,Adam Clayton Powell Blvd & W 132 St,40.814,-73.945,145.0,139.0
781,Irving Ave & Jefferson St,40.705,-73.925,144.0,147.0
782,Avenue D & E 12 St,40.726,-73.974,144.0,160.0
783,Beaver St & Fayette St,40.701,-73.939,144.0,152.0
784,Pulaski St & Marcus Garvey Blvd,40.693,-73.94,143.0,139.0
785,Prospect Park SW & 10 Ave,40.66,-73.978,143.0,107.0
786,Marcy Ave & Lafayette Ave,40.69,-73.948,142.0,135.0
787,Vernon Blvd & 31 Ave,40.769,-73.935,142.0,145.0
788,Franklin Ave & Myrtle Ave,40.695,-73.958,142.0,144.0
789,Center Blvd & 48 Ave,40.745,-73.958,141.0,132.0
790,E 161 St & River Ave,40.828,-73.927,139.0,125.0
791,George St & Wilson Ave,40.703,-73.93,138.0,140.0
792,Park Ave & Marcus Garvey Blvd,40.699,-73.941,136.0,132.0
793,N 15 St & Wythe Ave,40.724,-73.956,136.0,143.0
794,Butler St & Court St,40.685,-73.994,135.0,143.0
795,18 St & 27 Ave,40.773,-73.927,135.0,123.0
796,35 St & Broadway,40.76,-73.922,135.0,130.0
797,Sterling St & Bedford Ave,40.663,-73.957,135.0,135.0
798,Wyckoff Av & Jefferson St,40.707,-73.924,135.0,133.0
799,Division Ave & Hooper St,40.707,-73.954,134.0,139.0
800,Edgecombe Ave & W 141 St,40.821,-73.945,134.0,124.0
801,Windsor Pl & Howard Pl,40.659,-73.98,134.0,97.0
802,Frederick Douglass Blvd & W 145 St,40.823,-73.942,133.0,125.0
803,E 106 St & 2 Ave,40.791,-73.942,133.0,153.0
804,5 St & Market St,40.7,-73.974,132.0,166.0
805,Van Brunt St & Van Dyke St,40.676,-74.015,132.0,142.0
806,Evergreen Ave & Noll St,40.701,-73.933,132.0,128.0
807,Columbia St & Kane St,40.688,-74.002,131.0,134.0
808,Cedar St & Evergreen Ave,40.697,-73.928,130.0,80.0
809,36 St & 4 Ave,40.654,-74.004,130.0,132.0
810,Central Ave & Starr Street,40.7,-73.928,129.0,129.0
811,Broadway & Kosciuszko St,40.693,-73.929,129.0,128.0
812,Knickerbocker Ave & Thames St,40.705,-73.93,129.0,138.0
813,Waterbury St & Stagg St,40.71,-73.937,129.0,122.0
814,3 Ave & E 112 St,40.796,-73.942,129.0,141.0
815,21 St & Hoyt Ave S,40.775,-73.924,128.0,138.0
816,Laight St & Hudson St,40.722,-74.008,128.0,120.0
817,Graham Ave & Herbert St,40.719,-73.945,128.0,127.0
818,11 Ave & Prospect Ave,40.656,-73.977,127.0,126.0
819,Humboldt St & Varet St,40.703,-73.941,126.0,128.0
820,48 St & Broadway,40.756,-73.913,125.0,121.0
821,31 St & Hoyt Ave N,40.771,-73.917,125.0,112.0
822,Putnam Ave & Nostrand Ave,40.684,-73.95,125.0,123.0
823,Calyer St & Guernsey St,40.728,-73.955,125.0,146.0
824,Nassau St & Navy St,40.698,-73.981,124.0,143.0
825,Broadway & Madison St,40.688,-73.92,124.0,127.0
826,Edgecombe Ave & W 145 St,40.823,-73.944,124.0,125.0
827,Vernon Blvd & 47 Rd,40.745,-73.953,123.0,126.0
828,Lenox Ave & W 140 St,40.817,-73.939,122.0,139.0
829,2 Ave & E 125 St,40.803,-73.934,121.0,127.0
830,25 Ave & 41 St,40.768,-73.911,121.0,107.0
831,Throop Ave & Myrtle Ave,40.696,-73.944,120.0,121.0
832,Manhattan Av & Leonard St,40.721,-73.948,120.0,142.0
833,Pacific St & Classon Ave,40.679,-73.959,120.0,115.0
834,Prospect Park SW & 16 St,40.657,-73.974,119.0,137.0
835,Newtown Ave & 23 St,40.771,-73.925,119.0,118.0
836,Sharon St & Olive St,40.715,-73.939,119.0,122.0
837,E 115 St & Madison Ave,40.799,-73.945,118.0,120.0
838,3 St & Hoyt St,40.678,-73.994,118.0,118.0
839,Broadway & W 133 St,40.819,-73.956,117.0,114.0
840,Irving Ave & DeKalb Ave,40.703,-73.921,117.0,115.0
841,Bedford Ave & Montgomery St,40.666,-73.957,116.0,120.0
842,Whitehall St & Bridge St,40.704,-74.013,115.0,121.0
843,8 St & Astoria Blvd,40.773,-73.933,115.0,122.0
844,Nostrand Ave & Myrtle Ave,40.695,-73.952,115.0,105.0
845,Willoughby Ave & Wyckoff Ave,40.706,-73.922,114.0,111.0
846,2 Ave & E 122 St,40.801,-73.935,114.0,113.0
847,Greene Av & Myrtle Av,40.699,-73.919,114.0,118.0
848,21 St & 4 Ave,40.663,-73.996,112.0,103.0
849,3 Ave & Carroll St,40.677,-73.986,112.0,135.0
850,21 St & 31 Dr,40.766,-73.931,112.0,109.0
851,Adam Clayton Powell Blvd & W 141 St,40.819,-73.941,112.0,104.0
852,E 81 St & 2 Ave,40.775,-73.954,112.0,102.0
853,Riverside Dr & W 138 St,40.823,-73.956,111.0,101.0
854,White St & Moore St,40.705,-73.935,111.0,109.0
855,Frost St & Meeker Ave,40.718,-73.949,110.0,121.0
856,Lenox Ave & W 133 St,40.813,-73.942,110.0,111.0
857,31 St & Northern Blvd,40.752,-73.933,110.0,98.0
858,E Fordham Rd & Webster Ave,40.862,-73.891,110.0,109.0
859,Icahn Stadium,40.793,-73.924,110.0,112.0
860,Wadsworth Ave & W 179 St,40.848,-73.936,110.0,95.0
861,Van Brunt St & Wolcott St,40.677,-74.013,109.0,105.0
862,Broadway & W 168 St,40.841,-73.94,109.0,112.0
863,34 St & 35 Ave,40.757,-73.926,109.0,119.0
864,48 Ave & 5 St,40.744,-73.956,109.0,113.0
865,35 Ave & 37 St,40.756,-73.924,108.0,107.0
866,Convent Ave & W 135 St,40.818,-73.951,108.0,108.0
867,Devoe St & Morgan Ave,40.714,-73.935,108.0,93.0
868,Adam Clayton Powell Blvd & W 151 St,40.825,-73.936,108.0,105.0
869,Bushwick Ave & Forrest St,40.701,-73.936,107.0,114.0
870,Willoughby St & Ashland Pl,40.692,-73.979,107.0,108.0
871,34th Ave & Vernon Blvd,40.765,-73.94,107.0,103.0
872,28 Ave & 35 St,40.767,-73.917,107.0,112.0
873,E 132 St & Madison Ave,40.81,-73.937,107.0,105.0
874,Morningside Dr & Amsterdam Ave,40.81,-73.957,107.0,105.0
875,Bushwick Ave & Harman St,40.694,-73.925,106.0,106.0
876,Frederick Douglass Blvd & W 129 St,40.813,-73.949,105.0,99.0
877,21 St & 43 Ave,40.751,-73.946,105.0,109.0
878,40 Ave & Crescent St,40.754,-73.938,105.0,106.0
879,Withers St & Kingsland Ave,40.718,-73.941,104.0,85.0
880,W 181 St & Riverside Dr,40.852,-73.942,104.0,100.0
881,36 Ave & 10 St,40.761,-73.941,104.0,103.0
882,Jackson St & Leonard St,40.716,-73.948,104.0,99.0
883,E 123 St & Lexington Ave,40.803,-73.938,102.0,100.0
884,Bushwick Ave & Linden St,40.691,-73.921,102.0,101.0
885,Cedar St & Myrtle Ave,40.698,-73.926,102.0,115.0
886,49 Ave & 21 St,40.743,-73.949,102.0,100.0
887,Stagg St & Morgan Ave,40.711,-73.934,101.0,104.0
888,Grand Concourse & E 161 St,40.827,-73.923,101.0,110.0
889,W 148 St & Amsterdam Ave,40.827,-73.946,101.0,80.0
890,Broadway & Hancock St,40.687,-73.917,101.0,101.0
891,38 Ave & 29 St,40.755,-73.934,101.0,105.0
892,24 Ave & 26 St,40.775,-73.919,100.0,96.0
893,Sullivan Pl & Franklin Ave,40.664,-73.96,100.0,101.0
894,E 138 St & 5 Av,40.814,-73.936,100.0,95.0
895,30 Ave & 41 St,40.763,-73.914,100.0,106.0
896,5 Ave & E 135 St,40.812,-73.938,100.0,107.0
897,W 146 St & Broadway,40.827,-73.95,99.0,102.0
898,34 Ave & 31 St,40.76,-73.927,99.0,89.0
899,Irving Ave & Harman St,40.701,-73.918,99.0,102.0
900,47 Ave & 31 St,40.743,-73.936,99.0,100.0
901,5 Av & W 139 St,40.815,-73.936,99.0,97.0
902,Rockaway Ave & Bainbridge St,40.683,-73.912,98.0,107.0
903,19 St & 24 Ave,40.777,-73.923,98.0,92.0
904,Halsey St & Broadway,40.686,-73.916,98.0,90.0
905,River Ave & E 151 St,40.822,-73.929,98.0,96.0
906,Lexington Ave & E 120 St,40.801,-73.94,97.0,94.0
907,Tompkins Ave & Hopkins St,40.7,-73.947,97.0,104.0
908,43 St & 37 Ave,40.75,-73.92,96.0,91.0
909,10 St & 2 Ave,40.672,-73.994,95.0,114.0
910,W 145 St & Amsterdam Ave,40.825,-73.947,95.0,95.0
911,Broadway & W 160 St,40.836,-73.943,95.0,102.0
912,21 Ave & Crescent St,40.78,-73.912,95.0,93.0
913,Pioneer St & Van Brunt St,40.679,-74.011,94.0,108.0
914,Central Ave & Woodbine St,40.693,-73.916,94.0,95.0
915,Albany Ave & Fulton St,40.68,-73.938,94.0,101.0
916,Windsor Pl & 8 Ave,40.661,-73.983,94.0,85.0
917,Norman St & Wyckoff Ave,40.695,-73.903,93.0,90.0
918,W 129 St & Convent Ave,40.814,-73.953,93.0,99.0
919,3 Ave & 14 St,40.669,-73.993,92.0,90.0
920,St. Nicholas Terrace & Convent Ave,40.821,-73.948,92.0,98.0
921,48 Ave & 31 St,40.741,-73.936,92.0,97.0
922,Ft. Hamilton Pkwy & E 5 St,40.649,-73.977,91.0,87.0
923,Central Ave & Himrod St,40.697,-73.923,91.0,88.0
924,28 Ave & 44 St,40.764,-73.911,91.0,92.0
925,Van Buren St & Broadway,40.692,-73.926,91.0,76.0
926,28 St & 36 Ave,40.757,-73.933,91.0,90.0
927,53 St & 4 Ave,40.645,-74.015,91.0,95.0
928,E 128 St & Madison Ave,40.808,-73.939,91.0,85.0
929,Caton Ave & Argyle Rd,40.65,-73.968,91.0,114.0
930,Bushwick Ave & McKibbin St,40.706,-73.939,90.0,93.0
931,Stanhope St & Fairview Ave,40.71,-73.911,90.0,53.0
932,W 135 St & Lenox Terrace Pl,40.814,-73.939,90.0,99.0
933,Bushwick Ave & Dekalb Ave,40.695,-73.928,89.0,91.0
934,31 Ave & 14 St,40.768,-73.932,88.0,85.0
935,Division Ave & Marcy Ave,40.707,-73.958,88.0,97.0
936,Central Ave & Melrose St,40.701,-73.93,88.0,84.0
937,7 Ave & 20 St,40.659,-73.989,87.0,85.0
938,48 St & 37 Ave,40.752,-73.915,87.0,91.0
939,Ditmars Blvd & 19 St,40.781,-73.918,87.0,87.0
940,Prospect Park W & 20 St,40.657,-73.984,87.0,49.0
941,7 Ave & 41 St,40.647,-74.001,87.0,85.0
942,Lincoln Ave & E 138 St,40.811,-73.927,87.0,99.0
943,W 144 St & Adam Clayton Powell Blvd,40.821,-73.939,86.0,87.0
944,Soissons Landing,40.692,-74.015,86.0,88.0
945,Stockholm St & Wilson Ave,40.699,-73.923,86.0,82.0
946,35 St & 23 Ave,40.773,-73.911,86.0,85.0
947,Carroll St & Washington Ave,40.669,-73.962,86.0,82.0
948,27 Ave & 9 St,40.774,-73.931,86.0,77.0
949,Frederick Douglass Blvd & W 139 St,40.819,-73.945,86.0,94.0
950,Crescent St & 35 Ave,40.76,-73.932,85.0,92.0
951,Jefferson St & Cypress Ave,40.709,-73.922,85.0,85.0
952,Broadway & W 155 St,40.833,-73.946,85.0,78.0
953,24 St & 38 Ave,40.756,-73.937,85.0,86.0
954,Central Ave & Flushing Ave,40.703,-73.933,85.0,79.0
955,30 Ave & 47 St,40.761,-73.91,84.0,78.0
956,Stewart Ave & Johnson Ave,40.709,-73.926,83.0,84.0
957,9 St & 44 Rd,40.75,-73.952,83.0,82.0
958,E 149 St & Morris Ave,40.817,-73.923,83.0,90.0
959,Bradhurst Ave & W 148 St,40.825,-73.942,83.0,74.0
960,Fort Washington Ave & W 173 St,40.845,-73.94,83.0,72.0
961,Riverside Dr & W 145 St,40.827,-73.952,83.0,70.0
962,30 Ave & 21 St,40.77,-73.929,82.0,78.0
963,24 Ave & 29 St,40.773,-73.916,82.0,86.0
964,Carroll St & Franklin Ave,40.668,-73.959,82.0,89.0
965,St Nicholas Ave & W 150 St,40.827,-73.943,82.0,84.0
966,St Nicholas Ave & W 137 St,40.818,-73.948,82.0,83.0
967,Bushwick Ave & Stagg St,40.71,-73.94,81.0,73.0
968,Steinway St & 21 Ave,40.775,-73.904,81.0,74.0
969,31 St & 21 Ave,40.778,-73.908,81.0,87.0
970,Lorimer St & Broadway,40.704,-73.948,81.0,82.0
971,20 Ave & 38 St,40.777,-73.902,81.0,73.0
972,Hamilton Pl & W 138 St,40.822,-73.953,80.0,53.0
973,Madison St & Forest Ave,40.706,-73.902,80.0,62.0
974,Broadway & W 142 St,40.825,-73.952,80.0,70.0
975,4 Ave & 17 St,40.666,-73.993,80.0,80.0
976,Sigourney St & Columbia St,40.673,-74.009,80.0,95.0
977,36 St & Ditmars Blvd,40.774,-73.908,79.0,81.0
978,Knickerbocker Ave & Hancock St,40.694,-73.91,78.0,70.0
979,Park Ave & St Edwards St,40.696,-73.978,78.0,79.0
980,Forest Ave & Summerfield St,40.699,-73.898,78.0,71.0
981,W 165 St & Fort Washington Ave,40.84,-73.943,77.0,81.0
982,34 Ave & 21 St,40.763,-73.934,77.0,68.0
983,Broadway & 12 St,40.767,-73.935,77.0,81.0
984,Clark St & Henry St,40.698,-73.993,76.0,66.0
985,62 St & Northern Blvd,40.754,-73.9,76.0,70.0
986,35 Ave & 10 St,40.763,-73.94,76.0,74.0
987,16th St & 4th Ave,40.666,-73.992,76.0,86.0
988,36 St & 3 Ave,40.656,-74.007,76.0,76.0
989,Commerce St & Van Brunt St,40.681,-74.009,75.0,88.0
990,5 Ave & 41 St,40.65,-74.005,74.0,81.0
991,Jefferson Ave & Evergreen Ave,40.69,-73.915,74.0,83.0
992,Grand Concourse & E 166 St,40.832,-73.92,73.0,71.0
993,Prospect Park SW & Greenwood Ave,40.653,-73.973,73.0,72.0
994,45 St & 4 Ave,40.649,-74.009,73.0,80.0
995,5 St & 51 Ave,40.742,-73.957,73.0,75.0
996,Fort Washington Ave & W 183 St,40.852,-73.938,73.0,71.0
997,Yankee Ferry Terminal,40.687,-74.017,72.0,67.0
998,Amsterdam Ave & W 136 St,40.82,-73.952,72.0,63.0
999,Coffey St & Ferris St,40.678,-74.017,72.0,83.0
1000,Central Ave & Weirfield St,40.691,-73.912,71.0,74.0
1001,Plaza Dr & W 170 St,40.84,-73.918,71.0,75.0
1002,35 St & 34 Ave,40.758,-73.924,71.0,71.0
1003,Willis Ave & E 137 St,40.808,-73.924,70.0,67.0
1004,4 Ave & 26 St,40.66,-73.999,70.0,81.0
1005,Irving Ave & Halsey St,40.695,-73.907,70.0,67.0
1006,W 133 St & 12 Ave,40.82,-73.959,70.0,76.0
1007,Vernon Blvd & 41 Rd,40.755,-73.949,69.0,75.0
1008,Broadway & W 185 St,40.853,-73.934,68.0,63.0
1009,Crescent St & Ditmars Blvd,40.779,-73.915,68.0,64.0
1010,E 118 St & Park Ave,40.801,-73.942,68.0,74.0
1011,37 St & 24 Ave,40.77,-73.912,67.0,73.0
1012,Ocean Pkwy & Church Ave,40.645,-73.975,67.0,66.0
1013,Isham St & Broadway,40.868,-73.92,67.0,67.0
1014,40 Ave & 9 St,40.757,-73.945,67.0,79.0
1015,34 St & 38 Ave,40.752,-73.93,67.0,70.0
1016,38 St & Northern Blvd,40.752,-73.925,66.0,63.0
1017,Willoughby Ave & Onderdonk Ave,40.71,-73.917,66.0,67.0
1018,W 160 St & St. Nicholas Ave,40.834,-73.94,66.0,48.0
1019,11 St & 43 Ave,40.752,-73.948,65.0,69.0
1020,Riverside Dr & W 148 St,40.829,-73.95,65.0,64.0
1021,Green St & McGuinness Blvd,40.734,-73.952,65.0,64.0
1022,7 Ave & 40 St,40.648,-74.0,65.0,30.0
1023,23 Ave & 27 St,40.776,-73.915,64.0,67.0
1024,Menahan St & Central Ave,40.695,-73.92,64.0,66.0
1025,Kent St & McGuinness Blvd,40.731,-73.952,64.0,74.0
1026,Madison St & Woodward Ave,40.704,-73.904,64.0,54.0
1027,Ditmars Blvd & 43 St,40.771,-73.904,64.0,59.0
1028,34 Ave & 48 St,40.754,-73.915,64.0,65.0
1029,Riverside Dr & Broadway,40.865,-73.928,63.0,67.0
1030,Riverside Dr & W 153 St,40.832,-73.95,63.0,77.0
1031,Pinehurst Ave & W 187 St,40.855,-73.938,63.0,47.0
1032,Suydam St & St. Nicholas Ave,40.706,-73.919,63.0,76.0
1033,Coffey St & Conover St,40.677,-74.016,63.0,87.0
1034,21 St & 36 Ave,40.76,-73.936,63.0,63.0
1035,Lenox Ave & W 144 St,40.82,-73.937,63.0,68.0
1036,Greene Ave & Grandview Ave,40.71,-73.908,62.0,48.0
1037,Anthony Ave & E Tremont Ave,40.849,-73.903,62.0,52.0
1038,Grand Concourse & E 167 St,40.834,-73.918,62.0,62.0
1039,Bridge St & York St,40.701,-73.985,62.0,63.0
1040,W 225 St & Exterior St,40.873,-73.907,62.0,74.0
1041,Shore Blvd & Astoria Park,40.78,-73.923,62.0,69.0
1042,44 St & 6 Ave,40.647,-74.004,61.0,30.0
1043,Steinway St & Ditmars Blvd,40.773,-73.906,61.0,61.0
1044,Lexington Ave & E 127 St,40.806,-73.936,61.0,67.0
1045,Grand Concourse & E 164 St,40.83,-73.921,61.0,62.0
1046,St. Nicholas Ave & W 157 St,40.832,-73.941,61.0,38.0
1047,Amsterdam Ave & W 152 St,40.83,-73.944,60.0,57.0
1048,Madison St & Evergreen Ave,40.691,-73.917,59.0,60.0
1049,Woodward Ave & Harman St,40.708,-73.911,59.0,48.0
1050,Knickerbocker Ave & Halsey St,40.693,-73.908,59.0,57.0
1051,43 St & Broadway,40.758,-73.917,59.0,57.0
1052,Sherman Ave & Thayer St,40.863,-73.927,59.0,60.0
1053,Ft. Hamilton Pkwy & E 2 St,40.648,-73.979,58.0,63.0
1054,Hart St & Wyckoff Ave,40.705,-73.92,58.0,64.0
1055,Nagle Ave & Thayer St,40.861,-73.926,58.0,58.0
1056,Frost St & Debevoise Ave,40.719,-73.939,58.0,63.0
1057,Irving Ave & Palmetto St,40.698,-73.913,58.0,67.0
1058,53 St & 2 Ave,40.647,-74.019,58.0,56.0
1059,W 147 St & Adam Clayton Powell Blvd,40.823,-73.937,58.0,69.0
1060,Menahan St & Onderdonk Ave,40.706,-73.91,57.0,40.0
1061,Amsterdam Ave & W 162 St,40.836,-73.94,57.0,58.0
1062,Flushing Ave & Woodward Ave,40.712,-73.919,57.0,59.0
1063,E 170 St & Webster Ave,40.836,-73.907,57.0,49.0
1064,E 161 St & Park Ave,40.825,-73.916,57.0,67.0
1065,Lenox Ave & W 146 St,40.821,-73.936,56.0,64.0
1066,Putnam Ave & Wyckoff Ave,40.698,-73.909,56.0,54.0
1067,Sullivan Pl & Bedford Ave,40.664,-73.957,56.0,61.0
1068,Wilson Ave & Moffat St,40.689,-73.905,55.0,51.0
1069,Harman St & Seneca Ave,40.706,-73.913,55.0,51.0
1070,46 St & 30 Rd,40.761,-73.911,55.0,48.0
1071,Linden St & Knickerbocker Ave,40.697,-73.916,54.0,53.0
1072,Lincoln Ave & E 134 St,40.808,-73.929,54.0,64.0
1073,Hamilton Pl & W 140 St,40.823,-73.951,54.0,51.0
1074,Alexander Ave & E 134 St,40.807,-73.927,53.0,57.0
1075,Park Ave & E 162 St,40.826,-73.916,53.0,54.0
1076,E 147 St & Bergen Ave,40.815,-73.918,53.0,47.0
1077,7 Ave & 22 St,40.658,-73.99,53.0,32.0
1078,Menahan St & Seneca Ave,40.705,-73.911,53.0,47.0
1079,Montgomery St & Franklin Ave,40.666,-73.961,52.0,48.0
1080,Walker St & Baxter St,40.717,-74.0,52.0,99.0
1081,24 St & 5 Ave,40.66,-73.995,52.0,51.0
1082,Hancock St & Wyckoff Ave,40.697,-73.907,52.0,51.0
1083,Madison St & Cypress Ave,40.701,-73.907,52.0,52.0
1084,Onderdonk Ave & Dekalb Ave,40.709,-73.915,52.0,52.0
1085,Flatbush Ave & Eastern Pkwy,40.669,-73.966,52.0,39.0
1086,49 St & 31 Ave,40.758,-73.91,51.0,49.0
1087,Richards St & Delavan St,40.679,-74.008,51.0,61.0
1088,Washington Ave & E 163 St,40.824,-73.911,51.0,53.0
1089,Broadway & W 192 St,40.858,-73.932,51.0,53.0
1090,Jerome Ave & W Fordham Rd,40.863,-73.901,51.0,57.0
1091,Stuyvesant Walk & 1 Av Loop,40.732,-73.979,51.0,45.0
1092,Willis Ave & E 141 St,40.811,-73.922,51.0,52.0
1093,Sunken Meadow Comfort Station,40.796,-73.919,51.0,74.0
1094,46 St & 28 Ave,40.763,-73.909,50.0,54.0
1095,Putnam Ave & Knickerbocker Ave,40.695,-73.912,50.0,50.0
1096,Dahill Rd & 12 Ave,40.646,-73.981,50.0,59.0
1097,W 171 St & St. Nicholas Ave,40.843,-73.939,50.0,31.0
1098,43 St & 35 Ave,40.754,-73.92,49.0,58.0
1099,Macombs Pl & W 152 St,40.826,-73.938,49.0,53.0
1100,2 Ave & 36 St,40.657,-74.009,49.0,64.0
1101,55 St & 7 Ave,40.64,-74.009,49.0,38.0
1102,Amsterdam Ave & W 167 St,40.839,-73.937,49.0,42.0
1103,Steinway St & 23 Ave,40.771,-73.908,49.0,56.0
1104,Dyckman St & Staff St,40.869,-73.932,49.0,53.0
1105,Broadway & 51 St,40.754,-73.909,48.0,53.0
1106,E 149 St & Park Ave,40.818,-73.925,48.0,50.0
1107,30 St & 4 Ave,40.658,-74.001,48.0,58.0
1108,3 Ave & E 163 St,40.824,-73.909,47.0,43.0
1109,34 St & 4 Ave,40.655,-74.003,47.0,64.0
1110,Menahan St & Wyckoff Ave,40.701,-73.914,47.0,41.0
1111,Willis Ave & Bruckner Blvd,40.806,-73.925,47.0,53.0
1112,Newton Rd & 44 St,40.76,-73.914,47.0,49.0
1113,E Tremont Ave & E 176 St,40.848,-73.902,47.0,58.0
1114,37 Ave & 35 St,40.753,-73.928,47.0,47.0
1115,Courtlandt Ave & E 149 St,40.816,-73.92,47.0,48.0
1116,21 St & 23 Ave,40.779,-73.919,47.0,41.0
1117,Westchester Ave & Longwood Ave,40.82,-73.901,46.0,49.0
1118,Knickerbocker Ave & Cooper St,40.691,-73.904,46.0,51.0
1119,Willis Ave & E 143 St,40.812,-73.92,46.0,47.0
1120,50 St & 30 Ave,40.76,-73.907,46.0,46.0
1121,31 Rd & 21 St,40.767,-73.93,46.0,44.0
1122,Seaman Ave & Isham St,40.87,-73.921,46.0,47.0
1123,E 157 St & River Ave,40.826,-73.927,46.0,40.0
1124,Westchester Ave & E 156 St,40.818,-73.905,46.0,49.0
1125,Ogden Ave & W 165 St,40.834,-73.928,46.0,32.0
1126,Grand Concourse & E 144 St,40.817,-73.928,46.0,49.0
1127,Caton Ave & E 7 St,40.648,-73.974,45.0,68.0
1128,23 Rd & 31 St,40.773,-73.914,45.0,46.0
1129,E 167 St & Clay Ave,40.831,-73.911,45.0,43.0
1130,41 St & 4 Ave,40.651,-74.007,45.0,45.0
1131,E 188 St & Creston Ave,40.862,-73.899,45.0,50.0
1132,67 St & Ridge Blvd,40.639,-74.027,45.0,45.0
1133,21 St & 21 Ave,40.782,-73.915,45.0,47.0
1134,Morris Ave & E 142 St,40.814,-73.925,45.0,47.0
1135,Van Sinderen Ave & Truxton St,40.679,-73.904,44.0,33.0
1136,Central Ave & Decatur St,40.688,-73.908,44.0,42.0
1137,Seaman Ave & Beak St,40.868,-73.926,44.0,53.0
1138,Grant Ave & E 169 St,40.836,-73.914,44.0,45.0
1139,10 Ave & W 207 St,40.865,-73.919,44.0,63.0
1140,59 St & 4 Ave,40.641,-74.018,44.0,46.0
1141,E 8 St & Caton Ave,40.648,-73.972,44.0,45.0
1142,Home St & Westchester Ave,40.828,-73.887,44.0,47.0
1143,Walton Ave & E 171 St,40.841,-73.915,44.0,46.0
1144,Jerome Ave & Bedford Park Blvd E,40.873,-73.89,43.0,38.0
1145,Columbia St & W 9 St,40.677,-74.006,43.0,55.0
1146,Washington Ave & E 167 St,40.83,-73.908,43.0,40.0
1147,Amsterdam Ave & W 156 St,40.832,-73.942,43.0,31.0
1148,21 St & 38 Ave,40.758,-73.939,43.0,23.0
1149,W 190 St & Broadway,40.856,-73.933,43.0,41.0
1150,Westchester Ave & Jackson Ave,40.816,-73.908,43.0,44.0
1151,Grand Concourse & E 192 St,40.864,-73.895,43.0,39.0
1152,St. Nicholas Ave & W 155 St,40.831,-73.941,42.0,47.0
1153,W 155 St & Frederick Douglass Blvd,40.829,-73.937,42.0,48.0
1154,E 153 St & E 157 St,40.827,-73.929,42.0,50.0
1155,Myrtle Ave & Linden St,40.699,-73.913,42.0,50.0
1156,Central Ave & Covert St,40.689,-73.91,42.0,47.0
1157,Sherman Ave & E 166 St,40.831,-73.917,41.0,39.0
1158,E 138 St & Canal St W,40.812,-73.929,41.0,44.0
1159,River Ave & E 153 St,40.824,-73.928,41.0,44.0
1160,Albemarle Rd & McDonald Ave,40.645,-73.98,41.0,41.0
1161,Jerome Ave & E Mosholu Parkway S,40.879,-73.885,41.0,47.0
1162,Morgan Ave & Maspeth Ave,40.717,-73.936,41.0,37.0
