,station_name,lat,lng,start_count,end_count
1163,Webster Ave & Ford St,40.856,-73.896,41.0,40.0
1164,Amsterdam Ave & W 175 St,40.844,-73.934,41.0,21.0
1165,Caton Ave & E 10 St,40.648,-73.971,40.0,40.0
1166,Morris Ave & McClellan St,40.832,-73.915,40.0,42.0
1167,34 Ave & 45 St,40.755,-73.917,40.0,43.0
1168,Moffat St & Bushwick,40.685,-73.909,40.0,33.0
1169,Harrison Pl & Porter Ave,40.707,-73.929,40.0,66.0
1170,Broadway & W 220 St,40.872,-73.913,40.0,37.0
1171,St Ann's Ave & Westchester Ave,40.816,-73.912,40.0,43.0
1172,Brook Ave & E 141 St,40.81,-73.918,40.0,29.0
1173,W 159 St & Edgecombe Ave,40.833,-73.939,40.0,25.0
1174,Jerome Ave & Ogden Ave,40.83,-73.931,40.0,38.0
1175,St. Ann's Ave & E 144 St,40.811,-73.915,40.0,40.0
1176,Greenwood Ave & E 4 St,40.651,-73.978,39.0,47.0
1177,E 156 & Brook Ave,40.82,-73.912,39.0,45.0
1178,Amsterdam Ave & W 131 St,40.816,-73.954,39.0,40.0
1179,3 Ave & E 169 St,40.833,-73.905,39.0,47.0
1180,Brook Ave & E 138 St,40.807,-73.919,39.0,47.0
1181,Franklin Ave & E 169 St,40.832,-73.902,39.0,36.0
1182,Harlem River Dr & W 155 St,40.83,-73.94,38.0,33.0
1183,Clinton St & Centre St,40.674,-74.002,38.0,39.0
1184,Grand Concourse & East Mount Eden Ave,40.843,-73.912,38.0,42.0
1185,White St & Johnson Ave,40.707,-73.936,38.0,37.0
1186,Bulova Ave & Brooklyn Queens Expressway W,40.763,-73.903,38.0,30.0
1187,E 138 St & Cypress Ave,40.806,-73.915,38.0,41.0
1188,Prospect Ave & E 167 St,40.826,-73.899,38.0,43.0
1189,4 Ave & Shore Road Dr,40.637,-74.022,38.0,39.0
1190,Dwight St & Van Dyke St,40.674,-74.012,37.0,47.0
1191,Wadsworth Ave & W 175 St,40.846,-73.938,37.0,38.0
1192,Amsterdam Ave & W 183 St,40.849,-73.93,37.0,38.0
1193,3 Ave & E 174 St - Bathgate Vaccination Site,40.842,-73.898,37.0,36.0
1194,Southern Blvd & E 175 St,40.839,-73.886,37.0,35.0
1195,E 150 St & Gerard Ave,40.82,-73.929,37.0,36.0
1196,Metropolitan Ave & Stewart Ave,40.714,-73.928,37.0,53.0
1197,Eldert St & Bushwick Ave,40.687,-73.913,37.0,42.0
1198,Hoyt St & Warren St,40.684,-73.989,37.0,40.0
1199,Picnic Point,40.685,-74.025,36.0,39.0
1200,43 St & 23 Ave,40.77,-73.906,36.0,32.0
1201,46 St & 7 Ave,40.645,-74.004,36.0,35.0
1202,Nagle Ave & Ellwood St,40.86,-73.928,35.0,37.0
1203,Lexington Ave & E 128 St,40.806,-73.936,35.0,37.0
1204,Bronx Shore Comfort Station,40.8,-73.924,35.0,32.0
1205,Edgecombe Ave & W 167 St,40.838,-73.936,35.0,30.0
1206,Walton Ave & E 153 St,40.822,-73.927,35.0,32.0
1207,E 149 St & Jackson Ave,40.813,-73.909,34.0,33.0
1208,Southern Blvd & E 174 St,40.837,-73.888,34.0,40.0
1209,W 204 St & Vermilyea Ave,40.866,-73.923,34.0,37.0
1210,Prospect Ave & Vanderbilt St,40.653,-73.976,34.0,34.0
1211,50 St & Northern Blvd,40.753,-73.912,34.0,39.0
1212,E Burnside Ave & Ryer Ave,40.851,-73.901,34.0,33.0
1213,Botanical Sq & Webster Ave,40.868,-73.881,34.0,52.0
1214,Bruckner Blvd & Bryant Ave,40.822,-73.889,34.0,34.0
1215,Concourse Village East & E 158 St,40.824,-73.919,33.0,32.0
1216,W 163 St & Riverside Dr,40.839,-73.945,33.0,31.0
1217,St Mary's St & Jackson Ave,40.809,-73.911,33.0,27.0
1218,Bay St & Court St,40.671,-74.001,33.0,40.0
1219,Gerard Ave & E 146 St,40.818,-73.93,33.0,38.0
1220,Onderdonk Ave & Gates Ave,40.704,-73.907,33.0,37.0
1221,Freeman St & Southern Blvd,40.83,-73.892,33.0,31.0
1222,Pioneer St & Richards St,40.678,-74.009,33.0,38.0
1223,Westchester Ave & Southern Blvd,40.825,-73.892,33.0,31.0
1224,19 St & 8 Ave,40.658,-73.986,32.0,17.0
1225,Broadway & W 165 St,40.839,-73.941,32.0,31.0
1226,12 Ave & 36 St,40.644,-73.986,32.0,33.0
1227,Morris Ave & E 163 St,40.827,-73.918,32.0,37.0
1228,W Fordham Rd & Loring Pl N,40.863,-73.907,32.0,17.0
1229,Wolcott St & Dwight St,40.675,-74.01,32.0,29.0
1230,Grand Concourse & E Mosholu Pkwy S,40.878,-73.885,32.0,29.0
1231,Grand Concourse & E 156 St,40.823,-73.925,32.0,35.0
1232,34 St & 5 Ave,40.654,-74.001,32.0,40.0
1233,Railroad Ave & Kay Ave,40.705,-73.971,32.0,31.0
1234,46 St & 25 Ave,40.766,-73.907,32.0,29.0
1235,5 Ave & 66 St,40.636,-74.02,32.0,24.0
1236,Brook Ave & E 148 St,40.814,-73.915,32.0,35.0
1237,Paul Ave & W 205 St,40.877,-73.889,31.0,38.0
1238,W 140 St & Riverside Dr,40.824,-73.955,31.0,32.0
1239,Valentine Ave & E 181 St,40.854,-73.899,31.0,29.0
1240,Audobon Ave & W 179 St,40.847,-73.933,31.0,29.0
1241,E 141 St & St Ann's Ave,40.809,-73.916,31.0,42.0
1242,Convent Ave & W 151 St,40.828,-73.943,31.0,20.0
1243,48 St & 5 Ave,40.646,-74.009,31.0,22.0
1244,E 144 St & Brook Ave,40.812,-73.917,31.0,27.0
1245,Amsterdam Ave & W 186 St,40.851,-73.929,31.0,21.0
1246,Church Ave & Story St,40.642,-73.981,31.0,38.0
1247,Henry St & W 9 St,40.676,-74.003,31.0,34.0
1248,Henry St & Bay St,40.673,-74.005,31.0,34.0
1249,5 Ave & 37 St,40.653,-74.002,31.0,24.0
1250,Dyckman St & Henshaw St,40.867,-73.929,31.0,29.0
1251,E 170 St & Sheridan Ave,40.838,-73.913,31.0,18.0
1252,Prospect Ave & E 151 St,40.814,-73.904,30.0,32.0
1253,58 St & 2 Ave - Brooklyn Army Terminal Vaccination Site,40.645,-74.022,30.0,38.0
1254,Grand Concourse & E 171 St,40.84,-73.913,30.0,29.0
1255,Myrtle Ave & Grove St,40.699,-73.915,30.0,37.0
1256,31 Ave & 57 St,40.757,-73.905,30.0,31.0
1257,Ditmars Blvd & 79 St,40.769,-73.891,30.0,33.0
1258,Madison St & Seneca Ave,40.702,-73.906,30.0,31.0
1259,3 Ave & E 170 St,40.835,-73.904,30.0,34.0
1260,Goulden Ave & W 205 St,40.878,-73.892,30.0,32.0
1261,51 St & Hobart St,40.758,-73.908,30.0,33.0
1262,E 171 St & 3 Ave,40.837,-73.902,30.0,29.0
1263,Jerome Ave & W 195 St,40.869,-73.897,30.0,25.0
1264,31 Ave & 61 St,40.758,-73.902,29.0,34.0
1265,Broadway & W 153 St,40.831,-73.947,29.0,29.0
1266,E 135 St & St Ann's Ave,40.805,-73.919,29.0,28.0
1267,E 149 St & Eagle Ave,40.814,-73.912,29.0,22.0
1268,E 163 St & Union Ave,40.823,-73.902,29.0,27.0
1269,Goble Pl & Macombs Rd,40.844,-73.917,29.0,29.0
1270,Goulden Ave & W 197 St,40.872,-73.897,29.0,28.0
1271,Popham Ave & W 174 St,40.848,-73.922,29.0,19.0
1272,Shakespeare Ave & W 169 St,40.839,-73.922,28.0,27.0
1273,W Mosholu Pkwy S & Sedgwick Ave,40.882,-73.887,28.0,22.0
1274,W 176 St & Montgomery Ave,40.85,-73.919,28.0,24.0
1275,E 167 St & Franklin Ave,40.829,-73.905,28.0,20.0
1276,Longwood Ave & Southern Blvd,40.816,-73.896,28.0,20.0
1277,E 138 St & Grand Concourse,40.813,-73.931,28.0,35.0
1278,Centre St & Seneca Ave,40.7,-73.902,28.0,26.0
1279,Broadway & Ellwood St,40.862,-73.93,28.0,27.0
1280,Beck St & Leggett Ave,40.815,-73.9,28.0,33.0
1281,W 190 St & St. Nicholas Ave,40.855,-73.93,28.0,32.0
1282,Southern Blvd & E 149 St,40.812,-73.904,28.0,34.0
1283,Broadway & Furman Ave,40.681,-73.908,27.0,27.0
1284,Loring Pl North & W 183 St,40.86,-73.909,27.0,25.0
1285,57 St & 4 Ave,40.643,-74.017,27.0,20.0
1286,Goulden Ave & Bedford Park Blvd W,40.874,-73.895,27.0,34.0
1287,35 St & 21 Ave,40.777,-73.907,27.0,26.0
1288,Old Broadway & W 133 St,40.818,-73.955,27.0,18.0
1289,Grand Concourse & E 199 St,40.871,-73.888,27.0,25.0
1290,W 163 St & Edgecombe Ave,40.836,-73.937,27.0,20.0
1291,Tiebout Ave & E Fordham Road,40.862,-73.895,27.0,26.0
1292,Broadway & W 48 St,40.76,-73.985,27.0,14.0
1293,Grand Concourse & E 196 St,40.868,-73.893,27.0,24.0
1294,Margaret Corbin Plz & Ft Washington Ave,40.859,-73.934,27.0,27.0
1295,3 Ave & Franklin Ave,40.827,-73.907,27.0,33.0
1296,Crotona Park North & Prospect Ave,40.841,-73.892,27.0,34.0
1297,20 Ave & 42 St,40.775,-73.9,27.0,29.0
1298,E 169 St & Webster Ave,40.834,-73.909,27.0,19.0
1299,W 218 St & Broadway,40.871,-73.914,26.0,29.0
1300,39 St & 2 Ave,40.655,-74.011,26.0,24.0
1301,Melrose Ave & E 154 St,40.82,-73.916,26.0,23.0
1302,St. Ann's Av & Bruckner Blvd,40.803,-73.92,26.0,26.0
1303,67 St & Erik Pl,40.633,-74.017,26.0,34.0
1304,E 158 St & Melrose Ave,40.822,-73.915,26.0,27.0
1305,Metropolitan Ave & Vandervoort Ave,40.714,-73.933,26.0,27.0
1306,Morris Ave & E 153 St,40.82,-73.921,26.0,22.0
1307,Cabrini Blvd & W 177 St,40.848,-73.941,26.0,28.0
1308,20 Ave & 31 St,40.78,-73.907,26.0,23.0
1309,Broadway & 49 St,40.755,-73.912,25.0,22.0
1310,Amsterdam Ave & W 189 St,40.853,-73.927,25.0,25.0
1311,Nelson Ave & 167 St,40.837,-73.926,25.0,15.0
1312,50 St & 7 Ave,40.643,-74.006,25.0,27.0
1313,Bergen Ave & E 152 St,40.817,-73.915,25.0,26.0
1314,Grand Concourse & E 205 St,40.876,-73.886,25.0,22.0
1315,Ft. Washington Ave & W 190 St,40.857,-73.936,25.0,23.0
1316,34 Ave & 13 St,40.764,-73.936,25.0,32.0
1317,E 156 St & Courtlandt Ave,40.821,-73.917,25.0,26.0
1318,Jerome Ave & W 193 St,40.867,-73.898,24.0,21.0
1319,Steinway St & 19 Ave,40.778,-73.9,24.0,21.0
1320,21 Ave & Shore Blvd,40.784,-73.917,24.0,33.0
1321,Bushwick Ave & Furman Ave,40.683,-73.906,24.0,25.0
1322,Frederick Douglass Blvd & Harlem River Dr,40.831,-73.936,24.0,34.0
1323,W Tremont Ave & Montgomery Ave,40.852,-73.916,24.0,26.0
1324,E 3 St & Church Ave,40.644,-73.977,24.0,20.0
1325,Cedar Ave & W Fordham Rd,40.862,-73.912,24.0,21.0
1326,Prospect Ave & Greenwood Ave,40.652,-73.976,24.0,35.0
1327,Fulton Ave & E 172 St,40.839,-73.899,24.0,29.0
1328,Chester Ave & 12 Ave,40.644,-73.984,24.0,24.0
1329,Cauldwell Ave & E 158 St,40.82,-73.908,24.0,26.0
1330,Jerome Ave & E 164 St,40.831,-73.926,24.0,26.0
1331,E 174 St & Longfellow Ave,40.836,-73.884,23.0,16.0
1332,Anderson Ave & W 164 St,40.832,-73.927,23.0,25.0
1333,58 St & Pier 4,40.646,-74.026,23.0,28.0
1334,Halsey St & Evergreen Ave,40.689,-73.912,23.0,29.0
1335,Hazen St & 20 Ave,40.772,-73.895,23.0,24.0
1336,Audubon Ave & Fort George Ave,40.857,-73.927,23.0,12.0
1337,Fulton Ave & St. Paul's Pl,40.835,-73.902,23.0,23.0
1338,E 138 St & Willow Ave,40.804,-73.912,23.0,20.0
1339,Tiebout Ave & E 184 St,40.858,-73.896,22.0,18.0
1340,W 170 St & University Ave,40.842,-73.926,22.0,28.0
1341,Morris Ave & E Burnside Ave,40.853,-73.905,22.0,24.0
1342,Church Ave & McDonald Ave,40.643,-73.979,22.0,21.0
1343,Macombs Rd & W 175 St,40.848,-73.916,22.0,21.0
1344,Webster Ave & E 166 St,40.829,-73.911,22.0,29.0
1345,23 St & 3 Ave,40.663,-73.999,22.0,22.0
1346,Willow Ave & E 133 St,40.801,-73.914,22.0,27.0
1347,E 142 St & 3 Ave,40.813,-73.924,22.0,20.0
1348,53 St & 5 Ave,40.643,-74.012,22.0,23.0
1349,Grand Concourse & E 203 St,40.874,-73.887,22.0,16.0
1350,W Burnside Ave & University Ave,40.854,-73.912,22.0,24.0
1351,20 Ave & 21 St,40.784,-73.912,22.0,17.0
1352,McDonald Ave & Vanderbilt St,40.652,-73.981,22.0,24.0
1353,21 Ave & 80 St,40.771,-73.89,22.0,21.0
1354,3 Ave & 17 St,40.666,-73.996,21.0,26.0
1355,W 192 St & University Ave,40.867,-73.902,21.0,22.0
1356,Cypress Ave & Palmetto St,40.702,-73.909,21.0,14.0
1357,University Ave & W Burnside Ave,40.855,-73.911,21.0,18.0
1358,W 186 St & St. Nicholas Ave,40.852,-73.931,21.0,19.0
1359,W 218 St & Indian Rd,40.873,-73.918,21.0,16.0
1360,Bainbridge Ave & E 198 St,40.868,-73.888,21.0,20.0
1361,Ditmars Blvd & 73 St,40.768,-73.896,21.0,23.0
1362,Ogden Ave & W 164 St,40.833,-73.929,21.0,27.0
1363,Aqueduct Ave & W 190 St,40.865,-73.902,21.0,14.0
1364,27 Ave & 3 St,40.775,-73.934,21.0,24.0
1365,76 St & 21 Ave,40.77,-73.894,21.0,20.0
1366,Dyckman St & 10 Ave,40.859,-73.923,21.0,23.0
1367,29 St & 5 Ave,40.657,-73.998,21.0,20.0
1368,2 Ave & 32 St,40.659,-74.007,21.0,39.0
1369,Boone Ave & E 172 St,40.833,-73.885,21.0,24.0
1370,6 Ave & 60 St,40.638,-74.014,21.0,26.0
1371,E 128 St & 3 Ave,40.806,-73.934,21.0,23.0
1372,Union Ave & E 169 St,40.83,-73.899,21.0,19.0
1373,Intervale Ave & Westchester Ave,40.822,-73.897,21.0,18.0
1374,Brook Ave & E 157 St,40.821,-73.912,20.0,23.0
1375,Ditmars Blvd & 48 St,40.769,-73.901,20.0,17.0
1376,Tinton Ave & E 165 St,40.825,-73.902,20.0,18.0
1377,47 Ave & Skillman Ave,40.744,-73.942,20.0,21.0
1378,Bainbridge Ave & Bedford Park Blvd,40.87,-73.886,20.0,20.0
1379,Gerard Ave & E 165 St,40.832,-73.922,20.0,26.0
1380,Walton Ave & E 168 St,40.836,-73.918,20.0,20.0
1381,Andrews Ave S & W 179 St,40.855,-73.913,20.0,13.0
1382,Sheridan Ave & E 172 St,40.84,-73.911,19.0,17.0
1383,Bedford Park Blvd & Paul Ave,40.874,-73.892,19.0,18.0
1384,46 St & 6 Ave,40.646,-74.006,19.0,19.0
1385,Townsend Ave & E 175 St,40.847,-73.911,19.0,20.0
1386,Concourse Village West & E 156 St,40.823,-73.923,19.0,16.0
1387,Prospect Ave & Longwood Ave,40.819,-73.902,19.0,17.0
1388,Fairview Ave & Linden St,40.707,-73.906,19.0,15.0
1389,Amsterdam Ave & W 180 St,40.847,-73.931,19.0,16.0
1390,Featherbed Ln & Nelson Ave,40.846,-73.92,19.0,20.0
1391,Lafayette Ave & Hunts Point Ave,40.817,-73.888,19.0,20.0
1392,10 Ave & W 204 St,40.863,-73.92,19.0,22.0
1393,E 165 St & Clay Ave,40.828,-73.913,18.0,21.0
1394,Walnut Ave & E 136 St,40.802,-73.91,18.0,18.0
1395,42 St & 1 Ave,40.655,-74.014,18.0,29.0
1396,Weeks Ave & E 175 St,40.847,-73.907,18.0,20.0
1397,55 St & 5 Ave,40.642,-74.013,18.0,16.0
1398,Nelson Ave & W 172 St,40.844,-73.921,18.0,17.0
1399,E 201 St & Briggs Ave,40.872,-73.885,18.0,19.0
1400,Creston Ave & E 181 St,40.855,-73.903,18.0,16.0
1401,Grand Concourse & E 197 St,40.869,-73.891,18.0,19.0
1402,W 212 St & 10 Ave,40.868,-73.917,18.0,13.0
1403,Boston Rd & E 167 St,40.828,-73.904,17.0,21.0
1404,Intervale Ave & Kelly St,40.827,-73.896,17.0,20.0
1405,University Ave & Brandt Pl,40.848,-73.918,17.0,20.0
1406,Gerard Ave & E 164 St,40.83,-73.923,17.0,25.0
1407,Paul Ave & Mosholu Pkwy,40.88,-73.886,17.0,17.0
1408,Southern Blvd & Avenue St. John,40.813,-73.902,17.0,21.0
1409,Cypress Ave & George St,40.698,-73.903,17.0,18.0
1410,Webb Ave & W 190 St,40.866,-73.904,17.0,12.0
1411,Wales Ave & E 147 St,40.811,-73.908,17.0,20.0
1412,Sheridan Ave & E 168 St,40.835,-73.915,16.0,16.0
1413,Clay Ave & E 173 St,40.843,-73.905,16.0,17.0
1414,20 Ave & Shore Blvd,40.786,-73.915,16.0,6.0
1415,3 Ave & E 172 St,40.84,-73.9,16.0,14.0
1416,Dawson St & Intervale Ave,40.82,-73.897,16.0,13.0
1417,Wilkins Ave & Crotona Park E,40.835,-73.895,16.0,15.0
1418,Hoe Ave & Jennings St,40.832,-73.89,16.0,12.0
1419,River Ave & McClellan St,40.834,-73.922,15.0,15.0
1420,E Tremont Ave & Jerome Ave,40.852,-73.909,15.0,20.0
1421,Louis Nine Blvd & Intervale Ave,40.832,-73.893,15.0,12.0
1422,Jerome Ave & Anderson Ave,40.83,-73.929,15.0,18.0
1423,University Ave & Macombs Rd,40.85,-73.916,15.0,15.0
1424,Ryer Ave & E 182 St,40.856,-73.9,15.0,14.0
1425,Hunts Point Ave & Bryant Ave,40.814,-73.886,15.0,15.0
1426,Sedgwick Ave & W Tremont Ave,40.853,-73.918,15.0,12.0
1427,44 St & 3 Ave,40.651,-74.011,15.0,15.0
1428,Marion Ave & Mosholu Pkwy,40.87,-73.882,15.0,17.0
1429,W 34 St & Hudson Blvd E,40.755,-74.001,15.0,7.0
1430,W 204 St & Nagle Ave,40.863,-73.921,15.0,17.0
1431,Decatur Ave & Bedford Park Blvd,40.868,-73.884,15.0,12.0
1432,Amsterdam Ave & W 172 St,40.842,-73.935,15.0,22.0
1433,52 St & 1 Ave,40.649,-74.02,15.0,19.0
1434,Grand Ave & W 181 St,40.856,-73.907,15.0,17.0
1435,Grand Ave & W Fordham Rd,40.863,-73.903,15.0,11.0
1436,Boston Rd & Prospect Ave,40.833,-73.897,14.0,16.0
1437,Davidson Ave & W Burnside Ave,40.854,-73.909,14.0,15.0
1438,Jerome Ave & E 181 St,40.856,-73.906,14.0,15.0
1439,44 St & 2 Ave,40.653,-74.014,14.0,15.0
1440,Washington Ave & E 174 St,40.843,-73.9,14.0,12.0
1441,47 St & 3 Ave,40.649,-74.012,14.0,13.0
1442,University Ave & W 168 St,40.839,-73.927,13.0,14.0
1443,Grand Concourse & E 175 St,40.846,-73.909,13.0,8.0
1444,59 St & 5 Ave,40.64,-74.016,13.0,16.0
1445,58 St & 32 Ave,40.756,-73.903,13.0,15.0
1446,Faile St & Garrison Ave,40.821,-73.888,13.0,11.0
1447,E 169 St & Fox St,40.827,-73.894,13.0,12.0
1448,62 St & 4 Ave,40.64,-74.02,13.0,13.0
1449,10 Ave & W 202 St,40.861,-73.921,13.0,22.0
1450,Forsyth St & Grand St,40.718,-73.993,13.0,9.0
1451,20 Ave & 48 St,40.773,-73.897,13.0,18.0
1452,Academy St & Nagle Ave,40.863,-73.923,13.0,11.0
1453,Somers St & Broadway,40.679,-73.905,13.0,17.0
1454,49 St & 25 Ave,40.764,-73.905,13.0,16.0
1455,E 170 St & Clay Ave,40.837,-73.908,12.0,9.0
1456,W Tremont Ave & Grand Ave,40.85,-73.913,12.0,5.0
1457,3 Ave & Wakeman Pl,40.638,-74.025,12.0,15.0
1458,Stephen St & Seneca Ave,40.699,-73.901,12.0,16.0
1459,10 Ave & W 215 St,40.869,-73.915,12.0,12.0
1460,Gerard Ave & McClellan St,40.834,-73.921,12.0,12.0
1461,Featherbed Ln & Jerome Ave,40.846,-73.914,12.0,8.0
1462,41 St & 3 Ave,40.653,-74.009,12.0,13.0
1463,Ditmars Blvd & 76 St,40.768,-73.894,12.0,24.0
1464,Bailey Ave & W 193 St,40.871,-73.907,12.0,13.0
1465,Cauldwell Ave & E 161 St,40.822,-73.908,12.0,14.0
1466,Prospect Ave & Jennings St,40.832,-73.897,11.0,8.0
1467,63 St & 5 Ave,40.638,-74.018,11.0,12.0
1468,E 167 St & Bryant Ave,40.827,-73.889,11.0,10.0
1469,E 160 St & Tinton Ave,40.82,-73.904,11.0,16.0
1470,Bailey Ave & Sedgwick Ave,40.866,-73.909,11.0,7.0
1471,Clay Ave & Claremont Pkwy,40.84,-73.905,11.0,10.0
1472,E 133 St & Cypress Pl,40.803,-73.917,11.0,8.0
1473,Creston Ave & E 178 St,40.851,-73.906,11.0,10.0
1474,E 163 St & Tiffany St,40.821,-73.895,11.0,9.0
1475,E 174 St & Walton Ave,40.845,-73.912,11.0,13.0
1476,Jerome Ave & W 184 St,40.861,-73.903,10.0,7.0
1477,Fulton Ave & E 168 St,40.83,-73.905,10.0,8.0
1478,E 165 St & Fox St,40.824,-73.894,10.0,10.0
1479,Freeman St & Reverend James A Polite Ave,40.831,-73.895,10.0,8.0
1480,E 141 St & Jackson Ave,40.807,-73.912,10.0,12.0
1481,Rogers Pl & E 165 St,40.824,-73.897,10.0,11.0
1482,Anthony Ave & E 175 St,40.846,-73.904,10.0,8.0
1483,College Ave & E 170 St,40.838,-73.91,9.0,11.0
1484,Decatur Ave & Oliver Pl,40.867,-73.886,9.0,10.0
1485,Decatur Ave & E 197 St,40.866,-73.888,9.0,10.0
1486,Morris Ave & E 171 St,40.839,-73.911,9.0,9.0
1487,6 Ave & 55 St,40.641,-74.011,9.0,10.0
1488,Buchanan Pl & Grand Ave,40.858,-73.906,9.0,7.0
1489,64 St & 3 Ave,40.64,-74.023,9.0,6.0
1490,Mount Eden Pkwy & Eastburn Ave,40.843,-73.909,9.0,10.0
1491,Bainbridge Ave & E 193 St,40.864,-73.892,8.0,16.0
1492,Crotona Park East & E 173 St,40.837,-73.89,8.0,9.0
1493,Columbia St & Lorraine St,40.675,-74.008,8.0,31.0
1494,E Mosholu Pkwy & Van Cortlandt Ave E,40.877,-73.884,8.0,12.0
1495,Edgecombe Ave & W 150 St,40.827,-73.941,8.0,7.0
1496,Bainbridge Ave & E 196 St,40.866,-73.89,8.0,9.0
1497,Aqueduct Ave & North St,40.86,-73.906,8.0,9.0
1498,57 St & 1 Ave - Brooklyn Army Terminal Vaccination Site,40.646,-74.023,8.0,9.0
1499,Jerome Ave & W 177 St,40.85,-73.911,8.0,11.0
1500,Audubon Ave & W 192 St,40.856,-73.927,7.0,8.0
1501,Ogden Ave & Merriam Ave,40.839,-73.926,7.0,5.0
1502,Garrison Ave & Manida St,40.819,-73.89,7.0,9.0
1503,Barry St & Tiffany St,40.816,-73.892,7.0,7.0
1504,65 St & 2 Ave,40.64,-74.026,7.0,10.0
1505,E 155 St & Courtlandt Ave,40.821,-73.918,7.0,8.0
1506,E 134 St & Walnut Ave,40.8,-73.911,7.0,9.0
1507,Sedgwick Ave & W Burnside Ave,40.855,-73.917,7.0,5.0
1508,Southern Blvd & E 172 St,40.834,-73.89,6.0,2.0
1509,2 Av & 37 St,40.656,-74.01,6.0,7.0
1510,Morris Ave & E 184 St,40.86,-73.901,6.0,8.0
1511,Macombs Rd & Featherbed Ln,40.846,-73.917,6.0,8.0
1512,E Mosholu Pkwy & E 204 St,40.874,-73.883,6.0,7.0
1513,Southern Blvd & Tiffany St,40.818,-73.894,6.0,5.0
1514,Southern Blvd & E 142 St,40.807,-73.908,5.0,3.0
1515,52 St & 6 Ave,40.643,-74.009,5.0,4.0
1516,48 St & 2 Ave,40.65,-74.016,5.0,4.0
1517,9 Ave & W 206 St,40.863,-73.918,5.0,2.0
1518,Charlotte St & Boston Rd,40.836,-73.893,4.0,5.0
1519,Seneca Ave & Irvine St,40.819,-73.889,4.0,4.0
1520,Valentine Ave & E 183 St,40.857,-73.898,4.0,8.0
1521,Lab - NYC,40.754,-73.996,3.0,4.0
1522,Jerome Ave & E 198 St,40.871,-73.893,3.0,3.0
1523,W Tremont Ave & Matthewson Rd,40.854,-73.921,3.0,9.0
1524,Walton Ave & E 183 St,40.858,-73.903,3.0,9.0
1525,Waterloo Pl & Crotona Park East,40.839,-73.889,2.0,4.0
1526,Sedgwick Ave & Hall of Fame Tce,40.86,-73.913,2.0,2.0
1527,Boerum Pl & Pacific St,40.688,-73.991,2.0,0.0
1528,Nassau St & Duffield St,40.698,-73.984,1.0,0.0
1529,8 Ave & W 33 St,40.751,-73.993,1.0,0.0
1530,E 171 St & Webster Ave,40.838,-73.906,1.0,2.0
1531,9 Ave & W 219 St,40.871,-73.912,1.0,1.0
1532,Morgan WH station,40.71,-73.932,1.0,0.0
1533,Inwood Ave & W 170 St,40.841,-73.919,1.0,2.0
1534,Andrew Ave N & Hall of Fame Tce,40.858,-73.91,1.0,3.0
1535,Longfellow Ave & E 165 St,40.825,-73.888,1.0,1.0
1536,W 36 St & 9 Ave,40.754,-73.996,1.0,0.0
1537,Pier 40 Dock Station,40.729,-74.012,0.0,23.0
1538,12 St & Sinatra Dr N,40.751,-74.024,0.0,3.0
1539,14 St Ferry - 14 St & Shipyard Ln,40.753,-74.024,0.0,2.0
1540,Jersey & 6th St,40.725,-74.046,0.0,2.0
1541,Newport PATH,40.727,-74.034,0.0,2.0
1542,Bergen Ave,40.722,-74.071,0.0,2.0
1543,Jersey & 3rd,40.723,-74.046,0.0,1.0
1544,Grand St & 14 St,40.754,-74.032,0.0,1.0
1545,Apache,40.67,-73.995,0.0,1.0
1546,Washington St,40.724,-74.035,0.0,1.0
1547,Harborside,40.719,-74.034,0.0,1.0
1548,Newark Ave,40.722,-74.046,0.0,1.0
1549,Essex Light Rail,40.713,-74.036,0.0,1.0
